function, start time, duration, instructions count, DTCM LD, DTCM ST, Vec LD count, Vec ST count, Sc LD count, Sc ST count, I Fetch Count, IO Read, IO Write
th_cmplx_conj_f32, 211214.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 211252.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 211249.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 211339.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 211338.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 211376.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 211373.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 211463.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 211462.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 211500.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 211497.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 211587.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 211586.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 211624.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 211621.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 211711.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 211710.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 211748.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 211745.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 211835.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 211834.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 211872.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 211869.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 211959.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 211958.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 211996.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 211993.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 212083.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 212082.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 212120.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 212117.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 212207.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 212206.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 212244.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 212241.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 212331.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 212330.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 212368.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 212365.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 212455.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 212454.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 212492.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 212489.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 212579.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 212578.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 212616.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 212613.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 212703.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 212702.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 212740.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 212737.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 212827.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 212826.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 212864.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 212861.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 212951.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 212950.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 212988.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 212985.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 213075.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 213074.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 213112.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 213109.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 213199.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 213198.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 213236.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 213233.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 213323.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 213322.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 213360.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 213357.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 213447.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 213446.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 213484.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 213481.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 213571.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 213570.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 213608.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 213605.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 213695.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 213694.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 213732.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 213729.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 213819.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 213818.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 213856.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 213853.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 213943.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 213942.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 213980.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 213977.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 214067.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 214066.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 214104.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 214101.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 214191.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 214190.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 214228.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 214225.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 214315.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 214314.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 214352.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 214349.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 214439.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 214438.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 214476.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 214473.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 214563.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 214562.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 214600.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 214597.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 214687.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 214686.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 214724.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 214721.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 214811.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 214810.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 214848.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 214845.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 214935.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 214934.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 214972.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 214969.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 215059.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 215058.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 215096.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 215093.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 215183.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 215182.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 215220.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 215217.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 215307.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 215306.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 215344.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 215341.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 215431.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 215430.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 215468.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 215465.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 215555.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 215554.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 215592.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 215589.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 215679.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 215678.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 215716.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 215713.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 215803.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 215802.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 215840.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 215837.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 215927.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 215926.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 215964.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 215961.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 216051.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 216050.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 216088.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 216085.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 216175.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 216174.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 216212.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 216209.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 216299.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 216298.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 216336.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 216333.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 216423.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 216422.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 216460.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 216457.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 216547.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 216546.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 216584.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 216581.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 216671.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 216670.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 216708.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 216705.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 216795.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 216794.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 216832.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 216829.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 216919.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 216918.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 216956.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 216953.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 217043.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 217042.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 217080.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 217077.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 217167.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 217166.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 217204.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 217201.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 217291.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 217290.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 217328.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 217325.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 217415.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 217414.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 217452.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 217449.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 217539.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 217538.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 217576.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 217573.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 217663.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 217662.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 217700.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 217697.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 217787.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 217786.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 217824.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 217821.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 217911.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 217910.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 217948.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 217945.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 218035.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 218034.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 218072.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 218069.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 218159.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 218158.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 218196.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 218193.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 218283.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 218282.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 218320.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 218317.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 218407.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 218406.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 218444.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 218441.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 218531.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
th_cmplx_conj_f32, 218530.000000, 26.000000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
arm_cmplx_dot_prod_f32, 218568.000000, 33.000000, 26, 0, 0, 0, 0, 8, 3, 24, 0, 0
th_cmplx_dot_prod_f32, 218565.000000, 36.000000, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0
arm_cmplx_conj_f32, 218655.000000, 25.000000, 18, 0, 0, 0, 0, 5, 4, 16, 0, 0
